ID	Parity	Treatment	month	DM	ME	GE	FME	CP	ADIN	DMD	a	b	c	NDF
2324	1	1	3	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	1	1	4	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	1	1	5	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	1	1	6	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	1	1	7	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	1	1	8	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	1	1	9	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	1	1	10	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	1	1	11	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	1	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	2	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	3	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	4	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	5	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	6	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	7	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	8	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	9	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	10	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	11	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	12	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	13	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	14	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	15	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	16	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	17	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2324	2	1	18	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	1	3	1	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	1	3	2	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	1	3	3	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	1	3	4	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	1	3	5	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	1	3	6	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	1	3	7	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	1	3	8	0.8948	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	1	3	9	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	1	3	10	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	1	3	11	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
2327	1	3	12	0.901	11	17.9	11	160	0.5	0.78	0.3	0.6	0.15	446
