ID	Parity	Treatment	month	DM	ME	GE	FME	CP	ADIN	DMD	a	b	c	NDF
2321	2	1	2	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	3	1	3	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	4	1	4	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	5	1	5	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	6	1	6	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	7	1	7	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	8	1	8	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	9	1	9	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	10	1	10	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	11	1	11	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	12	1	12	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	13	1	13	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	14	1	14	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	15	1	15	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	1	1	1	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	2	1	2	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2321	3	1	3	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2323	1	2	1	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	2	2	2	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	3	2	3	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	4	2	4	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	5	2	5	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	6	2	6	903	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	7	2	7	903	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	8	2	8	903	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	9	2	9	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	10	2	10	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	11	2	11	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	12	2	12	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	13	2	13	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	14	2	14	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	15	2	15	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	16	2	16	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	17	2	17	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	18	2	18	903	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	19	2	19	903	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	20	2	20	903	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	21	2	21	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	1	2	1	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	2	2	2	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	3	2	3	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	4	2	4	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	5	2	5	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	6	2	6	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	7	2	7	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	8	2	8	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	9	2	9	903	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	10	2	10	903	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	11	2	11	903	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	12	2	12	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	13	2	13	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	14	2	14	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	15	2	15	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	16	2	16	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	17	2	17	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2323	18	2	18	922.1	9.6	17.4	9.6	45	1.3	0.504901961	0.22	0.26	0.08	752
2324	1	1	1	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	2	1	2	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	3	1	3	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	4	1	4	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	5	1	5	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	6	1	6	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	7	1	7	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	8	1	8	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	9	1	9	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	10	1	10	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	11	1	11	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	1	1	1	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	2	1	2	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	3	1	3	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	4	1	4	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	5	1	5	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	6	1	6	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	7	1	7	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	8	1	8	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	9	1	9	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	10	1	10	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	11	1	11	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	12	1	12	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	13	1	13	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	14	1	14	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	15	1	15	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	16	1	16	922.1	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	17	1	17	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2324	18	1	18	903	9.6	17.4	9.6	45	1.3	0.505882353	0.22	0.26	0.08	752
2327	1	3	1	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	2	3	2	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	3	3	3	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	4	3	4	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	5	3	5	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	6	3	6	903	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	7	3	7	903	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	8	3	8	903	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	9	3	9	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	10	3	10	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	11	3	11	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	12	3	12	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	13	3	13	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	1	3	1	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	2	3	2	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	3	3	3	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	4	3	4	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	5	3	5	903	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	6	3	6	903	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	7	3	7	903	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	8	3	8	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	9	3	9	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	10	3	10	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	11	3	11	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	12	3	12	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	13	3	13	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	14	3	14	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	1	3	1	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	2	3	2	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	3	3	3	903	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	4	3	4	903	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	5	3	5	903	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	6	3	6	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
2327	7	3	7	922.1	9.6	17.4	9.6	45	1.3	0.437254902	0.22	0.26	0.08	752
