ID	Parity	Treatment	month	Offer1	Offer2
2410	1	3	10	185.8532258	71.72419355
2410	1	3	11	190.1166667	73.60666667
2410	1	3	12	197.266129	76.25
2410	1	3	13	203.9564516	78.61129032
2410	1	3	14	210.0293103	81.40344828
2410	1	3	15	211.6306452	83.72741935
2410	2	3	1	210.755	82.045
2410	2	3	2	195.9870968	75.85645161
2410	2	3	3	192.15	73.2
2410	2	3	4	192.15	73.2
2410	2	3	5	186.8370968	70.54354839
2410	2	3	6	184.6266667	71.57333333
2410	2	3	7	186.4435484	71.92096774
2410	2	3	8	187.0666667	73.2
2410	2	3	9	188.3129032	73.2
2410	2	3	10	195.3967742	75.75806452
2410	2	3	11	203.6964286	77.55714286
2410	2	3	12	142.9564516	55.09677419
2410	3	3	1	124.745	48.495
2410	3	3	2	122.7870968	47.32419355
2410	3	3	3	122.1016667	47.275
2410	3	3	4	125.8370968	48.20967742
2410	3	3	5	155.3532258	59.91774194
2410	3	3	6	151.28	58.15333333
2410	3	3	7	154.1725806	59.62258065
2410	3	3	8	156.9733333	61
2410	3	3	9	159.2887097	61
2410	3	3	10	157.3209677	61
2410	3	3	11	174.0678571	66.66428571
2410	3	3	12	195.4951613	74.77419355
2410	3	3	13	203.9433333	78.48666667
2410	3	3	14	207.0064516	80.28387097
2410	4	3	1	201.4525	77.3175
2411	1	1	1	134.7903226	51.25967742
2411	1	1	2	117.3233333	45.64833333
2411	1	1	3	112.5548387	42.7
2411	1	1	4	106.445	41.27666667
2411	1	1	5	108.1274194	42.7
2411	2	1	1	105.3725806	41.32258065
2411	2	1	2	105.4283333	39.955
2411	2	1	3	105.0774194	39.65
2411	2	1	4	105.835	41.48
2411	2	1	5	107.733871	42.7
2411	2	1	6	110.4887097	42.7
2411	2	1	7	111.3775862	42.7
2411	2	1	8	116.6870968	45.45483871
2411	2	1	9	117.425	45.75
2411	2	1	10	120.8193548	46.14354839
2411	2	1	11	126.0666667	48.8
2411	2	1	12	129.4774194	50.17741935
2411	3	1	1	122.983871	47.52096774
2411	3	1	2	113.0533333	42.90333333
2411	3	1	3	114.1290323	44.07741935
2411	3	1	4	136.7416667	53.57833333
2411	3	1	5	109.8	42.7
2411	3	1	6	137.8403226	53.91612903
2411	3	1	7	111.1071429	42.7
2411	3	1	8	111.3741935	42.7
2411	3	1	9	109.8	42.7
2411	3	1	10	110.3903226	42.7
2411	3	1	11	112.85	42.7
2411	3	1	12	112.85	42.7
2411	3	1	13	119.7370968	46.14354839
2411	3	1	14	139.08	53.47666667
2411	3	1	15	143.8419355	54.9
2411	3	1	16	149.0433333	57.035
2411	3	1	17	155.8451613	60.31129032
2411	3	1	18	159.8790323	61
2411	3	1	19	178.6428571	69.60535714
2411	3	1	20	198.4467742	76.44677419
2411	3	1	21	202.1133333	77.87666667
2411	3	1	22	201.2016129	77.23387097
2411	4	1	1	181.3733333	70.15
2411	4	1	2	182.3112903	70.15
2411	4	1	3	183.38125	70.15
2444	1	2	1	173.1612903	66.50967742
2444	1	2	2	141.7758065	54.9
2444	1	2	3	141.3166667	54.9
2444	1	2	4	140.5951613	54.9983871
2444	1	2	5	141.52	54.9
2444	1	2	6	140.3	54.9
2444	1	2	7	142.6612903	54.9
2444	1	2	8	143.6655172	54.9
2444	1	2	9	141.6774194	54.9
2444	1	2	10	143.35	54.9
2444	1	2	11	144.8258065	56.37580645
2444	1	2	12	144.6716667	54.9
2444	1	2	13	143.8419355	56.27741935
2444	1	2	14	144.333871	56.27741935
2444	1	2	15	142.0283333	54.9
2444	1	2	16	148.1709677	56.67096774
2444	1	2	17	151.4833333	57.95
2444	1	2	18	151.516129	58.83548387
2444	1	2	19	157.616129	61
2444	1	2	20	159.9071429	61
2444	1	2	21	164.5032258	63.85322581
2444	1	2	22	166.7333333	64.355
2444	1	2	23	174.5387097	67.1
2444	1	2	24	175.375	67.1
2444	1	2	25	180.7370968	69.55967742
2444	1	2	26	184.0822581	70.15
2444	2	2	1	186.05	73.2
2444	2	2	2	166.8645161	65.23064516
2444	2	2	3	153.2116667	58.66166667
2444	2	2	4	153.5822581	60.01612903
2444	2	2	5	149.45	57.95
2444	2	2	6	150.8660714	57.95
2444	2	2	7	147.9741935	57.95
2444	2	2	8	148.23	57.95
2444	2	2	9	148.0725806	57.26129032
2444	2	2	10	145.6883333	57.23833333
2444	2	2	11	146.4	57.95
2444	2	2	12	149.06875	57.95
2445	1	1	1	151.1928571	59.36607143
2445	1	1	2	132.5274194	50.66935484
2445	1	1	3	128.2016667	48.8
2445	1	1	4	123.4758065	47.52096774
2445	1	1	5	120.0683333	46.86833333
2445	1	1	6	119.7370968	45.75
2445	1	1	7	117.0806452	45.75
2445	1	1	8	115.9	45.75
2445	1	1	9	117.2774194	45.75
2445	1	1	10	118.34	46.055
2445	1	1	11	122.983871	46.73387097
2445	1	1	12	122	46.73387097
2445	1	1	13	123.5775862	47.74827586
2445	1	1	14	123.3774194	48.50483871
2445	1	1	15	125.05	48.8
2445	1	1	16	127.7064516	48.8
2445	1	1	17	127.0833333	48.8
2445	1	1	18	130.3629032	51.06290323
2445	1	1	19	134.0032258	51.85
2445	1	1	20	137.25	51.95166667
2445	1	1	21	141.0870968	54.9
2445	2	1	1	143.35	54.9
2445	2	1	2	129.4774194	50.57096774
2445	2	1	3	122	47.61935484
2445	2	1	4	122	45.75
2445	2	1	5	119.1467742	45.75
2445	2	1	6	118.95	45.75
2445	2	1	7	119.5403226	45.75
2445	2	1	8	122	45.75
2445	2	1	9	122	46.83225806
2445	2	1	10	120.6225806	47.42258065
2445	2	1	11	122	45.75
2445	2	1	12	121.5080645	45.75
2445	2	1	13	121.7966667	46.46166667
2445	2	1	14	126.033871	48.8
2445	2	1	15	128.1	48.8
2445	2	1	16	130.9321429	50.21607143
2445	2	1	17	131.2483871	50.47258065
2445	2	1	18	131.15	51.85
2445	2	1	19	132.5274194	51.85
2445	2	1	20	132.065	51.85
2445	2	1	21	135.3806452	51.85
2445	2	1	22	137.25	51.85
2462	1	3	1	231.8	88.45
2462	1	3	2	208.2714286	79.51785714
2462	1	3	3	195.9870968	76.1516129
2462	1	3	4	193.675	74.82666667
2462	1	3	5	190.2806452	73.2
2462	1	3	6	187.9816667	73.2
2462	1	3	7	186.9354839	73.1016129
2462	1	3	8	189.8870968	73.00322581
2462	1	3	9	189.1	73.2
2462	1	3	10	189.4935484	73.39677419
2462	1	3	11	198.25	76.65666667
2462	1	3	12	210.8435484	81.36612903
2462	1	3	13	213.7951613	83.33387097
2462	1	3	14	223.2810345	86.87241379
2462	2	3	1	222.65	85.4
2462	2	3	2	200.385	76.555
2462	2	3	3	193.7241935	74.77419355
2462	2	3	4	192.3533333	74.82666667
2462	2	3	5	186.6403226	72.41290323
2462	2	3	6	190.083871	73.2
2462	2	3	7	187.6766667	73.2
2462	2	3	8	188.116129	71.82258065
2462	2	3	9	188.0833333	73.2
2462	2	3	10	186.05	73.2
2462	2	3	11	188.4112903	73.2
2462	2	3	12	196.2892857	76.03214286
2462	2	3	13	211.1387097	81.95645161
2462	2	3	14	214.415	82.655
2462	2	3	15	226.5854839	87.36774194
2462	2	3	16	229.5633333	88.45
2462	3	3	1	215.1725806	84.02258065
2462	3	3	2	204.1532258	78.51290323
2462	3	3	3	164.7	63.84666667
2462	3	3	4	183.5903226	72.01935484
2462	3	3	5	178.425	68.21833333
2462	3	3	6	150.3354839	57.45806452
2462	3	3	7	159.8790323	62.27903226
2462	3	3	8	174.2857143	66.77321429
2462	3	3	9	194.1177419	74.97096774
2462	3	3	10	205.3666667	79.70666667
2462	3	3	11	212.516129	83.03870968
2462	3	3	12	225.1553571	86.38035714
2462	3	3	13	232.2919355	89.63064516
2462	3	3	14	235.23125	91.5
