0	7.407	7.279	7.1516	7.0243	6.8966	6.7678	6.6435	6.5135	6.2634	5.3593	3.6412	2.1946	0.38076	0.00089089
0	7.5562	7.3647	7.171	6.9742	6.7729	6.5723	6.3707	6.1542	5.918	5.6553	5.3566	5.0082	4.5889	4.0649
0	8.4788	8.2426	8.006	7.768	7.5273	7.2826	7.0359	6.7761	6.4984	6.1958	5.859	5.4738	5.0191	4.461
0	7.936	7.7584	7.5802	7.4009	7.2197	7.0354	6.854	6.6636	6.461	6.2415	5.7585	5.4498	5.0851	4.6383
0	7.975	7.8011	7.6292	7.4584	7.288	7.117	6.9474	6.7702	6.582	4.9856	0.96994	0.00089507	0	0
0	8.0498	7.8706	7.6934	7.5177	7.3429	7.168	6.9983	6.8232	6.6399	6.4502	3.2247	0.52574	0.00047661	0
0	8.5097	8.2926	8.0764	7.8606	7.6441	7.4258	7.2121	6.9904	6.5564	6.2853	5.9865	5.6487	5.2553	4.7795
0	31.816	32.169	32.523	32.879	33.237	33.597	33.959	34.324	34.691	35.06	30.845	27.222	21.677	4.9352
0	8.8465	8.7161	8.5895	8.4668	8.3478	8.2324	8.1416	8.0551	7.3536	7.1765	7.0305	6.2832	6.0293	5.7235
0	8.6814	8.4943	8.3102	8.1285	7.9486	7.7698	7.5985	7.4231	7.2411	7.0488	6.5767	6.3107	4.6663	0.24652
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	27.849	27.285	26.723	26.162	25.602	25.043	24.486	23.931	23.376	22.823	22.271	21.72	13.078	7.5001
0	7.4894	7.3057	7.12	6.9316	6.7393	6.5481	6.3565	6.1509	5.9266	5.6772	5.3935	5.0623	4.6631	4.1635
0	21.323	20.747	20.171	19.591	19.004	18.403	15.013	11.356	8.398	5.9624	3.2995	0.10036	6.6086e-005	0
0	19.232	18.805	18.371	17.925	17.466	16.986	16.362	13.869	11.719	9.85	5.4037	5.948	4.1396	2.475
0	22.328	21.725	21.119	20.506	19.882	19.241	18.575	17.865	17.085	12.479	5.8506	25.328	20.462	15.751
0	23.901	23.296	22.693	22.092	21.488	0	20.429	19.795	19.133	18.431	17.586	10.763	4.3538	10.359
0	21.703	21.165	20.629	20.092	19.463	18.944	18.434	17.901	17.333	16.716	10.907	4.6936	20.226	16.472
0	21.193	20.624	20.053	19.476	18.889	18.287	17.662	16.996	16.267	11.985	5.8367	0.057514	11.473	7.2169
0	19.773	19.334	18.886	18.427	17.952	17.455	16.929	16.356	15.712	11.49	5.3245	9.6307	7.542	5.6081
0	24.595	23.905	20.356	17.461	15.106	13.193	11.668	10.102	8.8382	7.405	6.2108	4.3839	2.0897	0
0	26.302	26.031	25.796	25.603	25.461	25.426	25.554	25.798	26.2	26.822	26.929	22.968	19.626	16.988
0	27.709	27.415	27.159	26.947	26.788	26.692	26.741	26.91	27.242	27.801	27.694	21.202	22.07	18.476
0	26.989	26.706	26.461	26.26	26.109	26.02	26.073	26.243	26.572	27.147	27.188	20.914	23.687	19.83
0	27.796	27.567	27.371	27.213	27.102	27.048	26.61	22.739	18.853	18.177	15.95	8.7658	1.9239	22.417
0	38.812	34.831	31.615	29.059	26.853	23.875	19.791	16.772	14.537	12.888	11.639	10.708	9.7593	8.8407
0	42.192	42.192	42.192	42.192	41.996	41.5	39.569	39.937	32.735	32.634	27.644	24.112	19.738	17.033
0	30.252	29.418	27.116	25.323	23.933	22.823	21.5	20.023	18.894	16.726	15.061	13.782	12.791	12.136
0	8.5387	8.4194	8.304	8.1928	8.0855	7.9901	7.9228	7.8601	7.1977	7.0471	6.9278	6.2201	5.9975	4.254
0	8.6082	8.3572	8.1053	7.8513	7.5939	7.3314	7.0662	6.7864	6.4869	6.1604	5.7968	5.3811	4.8908	4.2898
0	8.3686	8.1506	7.9331	7.7155	7.4969	7.276	7.0591	6.8336	6.5959	6.3471	5.8413	5.5112	5.1214	4.6441
0	7.66	7.5338	7.4096	7.2872	7.1661	7.0457	6.9318	6.8146	6.6919	3.8257	0.9919	0.0009192	0	0
0	7.9093	7.7375	7.5678	7.3999	7.2331	7.0798	6.9389	6.7924	6.442	4.3319	1.8004	0.0016957	0	0
0	7.523	7.3581	7.1915	7.0225	6.85	6.6729	6.4951	6.3058	6.101	5.8754	5.6215	5.1889	4.8162	4.3529
0	8.3369	8.1072	7.8723	7.6309	7.3818	7.1229	6.8584	6.5744	6.1714	5.8184	5.4189	4.9559	4.4037	3.7217
0	7.895	7.6895	7.4814	7.2697	7.0532	6.8304	6.6037	6.3619	6.0801	5.789	5.4607	5.081	4.6279	4.0668
0	8.5703	8.3459	8.1222	7.8984	7.6736	7.4466	7.2237	6.9921	6.6286	6.3546	6.0537	5.5997	5.1886	4.6916
0	7.9694	7.7878	7.6055	7.4218	7.2359	7.0466	6.86	6.664	6.3408	6.1017	5.8356	5.4207	5.0457	4.5864
0	8.7819	8.5508	8.3205	8.0902	7.8589	7.6254	7.3962	7.1581	6.7852	6.5039	6.1952	5.7299	5.3085	4.7994
0	35.159	35.515	35.489	34.89	34.291	33.692	33.093	32.494	31.895	29.043	26.808	25.199	17.706	12.037
0	36.18	36.541	36.905	38.207	35.553	31.12	28.093	26.024	24.594	23.152	22.136	21.402	11.481	5.7343
0	34.297	34.124	33.584	33.046	32.509	31.973	31.439	30.906	30.374	29.741	27.323	25.521	16.538	10.62
0	7.9542	7.7341	7.5088	7.2772	7.0378	6.7887	6.5319	6.2552	5.9527	5.6161	5.2338	4.789	4.2559	3.5934
0	7.6829	7.499	7.316	7.1331	6.9493	6.7761	6.6086	6.4307	6.2385	6.0263	5.7864	4.603	1.307	0.00122
0	7.5299	7.3464	7.1599	6.9693	6.7734	6.5707	6.3633	6.1404	5.8971	5.6266	5.3191	4.9605	4.5293	3.9909
0	7.3171	7.1927	7.0689	6.9453	6.8213	5.8456	4.44	3.234	2.2014	1.3226	0.5764	0.00051869	0	0
0	37.324	37.277	37.231	37.095	36.049	35.311	31.731	30.315	26.173	23.182	21.119	19.687	16.877	15.11
0	42.192	42.192	42.192	42.192	42.192	42.192	39.006	39.37	39.736	40.104	32.43	25.707	25.999	21.082
0	29.652	29.327	29.044	28.808	28.63	28.519	25.746	25.647	22.305	21.173	13.879	7.0108	0.54115	31.537
0	25.766	25.543	25.363	25.232	25.158	20.383	16.604	13.761	11.568	9.34	7.713	6.2008	2.379	0
0	25.763	25.517	25.31	25.148	25.04	24.995	22.529	21.137	16.795	13.555	11.187	7.6379	2.3577	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	21.046	20.486	19.921	19.35	18.767	18.201	17.625	17.001	16.307	11.906	5.5087	15.895	12.477	9.2049
0	22.418	21.819	21.215	20.603	19.977	19.333	18.66	17.939	17.144	12.363	5.4395	30.021	25.785	21.706
0	20.218	19.681	19.14	18.594	18.038	17.5	16.954	16.365	15.525	11.61	5.6697	0.053449	2.9074	0.082367
0	20.951	20.391	19.828	19.259	18.68	18.084	17.466	16.806	16.082	11.815	5.673	11.184	7.6013	4.1649
0	28.393	28.088	27.822	27.601	27.435	27.333	27.379	27.549	27.885	28.454	28.341	21.694	23.859	19.544
0	43.201	43.2	43.199	43.197	42.995	42.486	41.872	41.257	40.643	40.028	39.414	38.8	38.186	37.571
0	28.029	27.737	27.486	27.283	27.136	27.055	27.125	27.322	24.513	20.607	17.734	15.331	13.695	12.37
0	23.31	22.681	22.047	21.406	20.751	20.077	19.375	18.623	17.796	12.848	5.6993	24.822	20.71	16.736
